id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,time_index
8663260030,2014-11-18,416000,3,2.5,1800,5372,2.0,0,0,3,8,1800,0,1987,0,98034,47.7188,-122.177,1650,6014,200
7016300050,2014-07-23,420000,4,2.5,2030,8100,1.0,0,0,3,7,1150,880,1973,0,98034,47.7404,-122.186,1770,8071,82
7968460240,2015-02-11,257000,3,1.75,1330,36537,1.0,0,0,4,7,1330,0,1989,0,98092,47.3126,-122.129,1650,35100,285
3918400017,2015-02-05,380000,0,0.0,1470,979,3.0,0,2,3,8,1470,0,2006,0,98133,47.7145,-122.356,1470,1399,279
4046500270,2014-08-19,399000,3,2.0,2100,31550,1.0,0,0,3,8,2100,0,2010,0,98014,47.6907,-121.917,1860,18452,109
7849202296,2015-01-30,339900,3,2.5,1470,4675,2.0,0,0,3,7,1470,0,1999,0,98065,47.5261,-121.827,1500,4385,273
8585400135,2014-11-05,585000,4,1.75,1760,5356,1.0,0,0,4,7,920,840,1950,0,98115,47.679,-122.288,1680,5184,187
6163900411,2014-10-03,310000,2,1.0,1050,8220,1.0,0,0,4,6,780,270,1947,0,98155,47.7598,-122.316,1340,7651,154
2558640110,2014-05-14,498000,4,2.75,2270,7375,1.0,0,0,4,7,1290,980,1973,0,98034,47.7222,-122.168,1750,7760,12
9834200885,2014-07-17,360000,4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,76
3876600120,2015-04-22,265000,3,1.5,1780,10196,1.0,0,0,4,7,1270,510,1967,0,98001,47.3375,-122.291,1320,7875,355
8691330260,2014-12-08,820000,4,2.75,3540,13515,2.0,0,0,3,10,3540,0,1998,0,98075,47.5945,-121.982,3540,11538,220
5416500980,2014-07-29,419900,4,2.5,2750,5767,2.0,0,0,3,9,2750,0,2005,0,98038,47.3595,-122.038,2800,5376,88
809002610,2014-07-18,485000,4,1.0,1150,2560,1.5,0,0,3,7,1150,0,1909,0,98109,47.6368,-122.355,1890,3000,77
1778500595,2015-04-13,683000,5,1.5,1720,4000,1.5,0,0,3,7,1520,200,1925,0,98112,47.6197,-122.287,2280,4000,346
1220000367,2014-07-16,320000,3,2.5,1820,1855,2.0,0,0,3,8,1570,250,2008,0,98166,47.4643,-122.346,1470,6900,75
7504020670,2014-05-20,598000,5,2.25,2890,12478,2.0,0,0,3,9,2890,0,1977,0,98074,47.6295,-122.052,2570,11880,18
3630110370,2014-06-24,420000,3,2.5,2140,3821,2.0,0,0,3,8,2140,0,2005,0,98029,47.5541,-121.995,2860,3841,53
2490200620,2014-08-11,535000,3,1.0,1660,5100,1.0,0,0,3,7,1260,400,1957,0,98136,47.5323,-122.383,1230,5100,101
1775801340,2014-06-06,415000,3,1.75,1910,12596,1.0,0,0,3,7,1340,570,1977,0,98072,47.7399,-122.099,1550,13310,35
1683600240,2015-03-20,234975,3,1.75,1650,8073,1.0,0,0,3,7,1100,550,1980,0,98092,47.3187,-122.182,1280,8073,322
1180002378,2014-09-26,299000,4,2.5,1950,3000,2.0,0,0,3,7,1950,0,2002,0,98178,47.4977,-122.226,1170,6000,147
7955050170,2015-04-10,455000,3,2.25,1790,7500,1.0,0,0,3,7,1390,400,1973,0,98034,47.7321,-122.198,1940,7192,343
7518507580,2015-05-02,581000,2,1.0,1170,4080,1.0,0,0,4,7,1170,0,1909,0,98117,47.6784,-122.386,1560,4586,365
1441600020,2014-05-27,960000,5,4.0,3720,15200,2.0,0,0,3,10,3720,0,2005,0,98075,47.5956,-122.026,4100,19036,25
5101408599,2014-06-11,465000,4,1.75,1470,5350,1.0,0,0,3,7,980,490,1955,0,98125,47.7048,-122.315,1970,6138,40
1370803940,2014-10-07,485000,3,1.0,1130,5758,1.0,0,0,3,7,960,170,1939,0,98199,47.6413,-122.401,1510,6000,158
3342700371,2014-06-09,539950,3,2.25,2190,7149,1.0,0,1,4,8,1240,950,1963,0,98056,47.5243,-122.204,3500,7149,38
3668000070,2015-01-05,212000,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,248
8562720390,2014-08-25,1050000,4,4.0,4320,8709,2.0,0,0,3,11,3190,1130,2006,0,98027,47.5369,-122.07,4010,8321,115
9835801000,2014-06-25,245700,3,2.25,1640,8400,1.0,0,0,3,8,1180,460,1968,0,98032,47.3733,-122.289,1600,8120,54
8856890020,2015-02-24,265000,3,1.75,1680,9769,1.0,0,0,3,8,1340,340,1989,0,98058,47.4631,-122.126,1730,9686,298
9324800025,2014-11-25,325500,3,1.5,1540,8110,1.0,0,0,4,7,1190,350,1959,0,98125,47.7329,-122.291,1290,8110,207
9257900010,2015-04-22,499900,4,2.25,2360,7650,1.0,0,0,3,8,1640,720,1963,0,98155,47.75,-122.292,2320,11060,355
9136103026,2015-03-05,539000,3,1.75,1380,3225,1.0,0,0,4,7,940,440,1915,0,98103,47.6652,-122.338,1250,3750,307
4213910030,2015-04-01,550000,4,2.5,1670,5116,2.0,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210,334
2923500010,2015-01-14,757500,5,2.25,3160,8065,2.0,0,0,3,8,3160,0,1977,0,98027,47.5678,-122.089,2540,7917,257
461002025,2015-05-01,501000,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.373,1160,5000,364
9277700075,2014-08-18,355000,2,1.0,840,6720,1.0,0,0,3,7,840,0,1952,0,98116,47.5707,-122.396,1250,6720,108
7853361120,2014-07-29,530000,3,2.5,1970,6295,2.0,0,0,3,7,1970,0,2011,0,98065,47.5158,-121.874,2710,6009,88
1788700070,2014-06-27,170000,2,1.0,810,8424,1.0,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,56
5411600020,2015-03-04,702000,4,2.5,2810,4922,2.0,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922,306
1561900180,2015-03-11,395000,3,2.5,2300,8938,2.0,0,0,3,9,2300,0,1989,0,98031,47.4181,-122.211,2570,9694,313
3300701440,2014-07-29,409000,2,1.75,1480,4000,1.0,0,0,4,6,740,740,1925,0,98117,47.6916,-122.38,1060,4000,88
7853230590,2014-10-29,435000,4,2.5,2190,6578,2.0,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416,180
3601800580,2014-10-21,250000,4,2.0,2600,9000,1.0,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200,172
1438000390,2014-08-04,469995,4,2.5,2350,3800,2.0,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2670,4180,94
8700100010,2014-07-10,315000,3,2.5,2340,6837,2.0,0,0,3,7,2340,0,1992,0,98030,47.3608,-122.194,1850,6209,69
7231501610,2014-10-23,327000,4,1.0,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,174
3396200090,2014-05-20,639000,4,2.5,2150,12028,2.0,0,0,4,8,2150,0,1982,0,98052,47.7224,-122.101,1800,11777,18
1245500099,2015-05-06,702000,3,2.5,2190,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811,369
9831200520,2014-10-06,1443920,4,3.0,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000,157
923000280,2014-07-22,699000,3,2.5,2580,8154,1.0,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,81
739800250,2015-02-22,269000,3,2.25,1420,7297,1.0,0,0,3,7,1130,290,1984,0,98031,47.4046,-122.194,1730,7419,296
293760050,2014-06-27,1050000,4,4.25,4390,13833,2.0,0,3,3,10,3320,1070,2003,0,98029,47.5566,-122.026,3850,11652,56
1088020070,2014-12-16,645000,4,2.25,2070,8720,1.0,0,0,5,8,1360,710,1974,0,98033,47.6678,-122.182,2180,8510,228
7853340960,2015-02-27,425590,3,2.75,1940,3088,2.0,0,3,3,8,1770,170,2008,0,98065,47.5185,-121.878,1410,2335,301
3819800580,2014-12-04,400000,4,2.0,2070,10800,2.0,0,0,3,7,2070,0,1982,0,98011,47.7264,-122.237,1880,10800,216
3211200460,2014-08-06,389000,4,1.0,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700,96
263000291,2014-09-04,433500,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,125
3345100251,2015-02-17,429900,4,1.5,1820,17918,1.0,0,0,4,8,1190,630,1962,0,98056,47.521,-122.179,1890,15241,291
2655500241,2014-08-14,1699000,3,3.25,4160,35153,3.0,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533,104
7454001280,2014-06-11,220000,3,1.0,1050,6300,1.0,0,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300,40
984200690,2014-06-18,299000,5,2.5,2220,9360,1.0,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704,47
5332200515,2015-02-09,1050000,3,1.75,2650,5512,2.0,0,0,3,9,2250,400,1984,0,98112,47.6265,-122.295,1440,5100,283
7973202225,2015-01-06,154200,4,1.0,1310,8640,1.0,0,0,3,6,910,400,1948,0,98146,47.5104,-122.342,1310,8640,249
4340610080,2014-08-04,269500,2,1.0,800,1200,2.0,0,0,3,7,800,0,1999,0,98103,47.6969,-122.347,806,1200,94
269000221,2014-08-26,779000,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,116
2420069251,2015-02-25,262000,1,0.75,520,12981,1.0,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,299
2225039130,2014-06-25,957000,5,3.25,3160,5000,2.0,0,2,3,10,2180,980,2005,0,98199,47.6464,-122.405,3160,5746,54
3904100065,2014-10-28,340000,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,179
7625702263,2014-06-12,402000,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5496,-122.388,1110,1027,41
4140090240,2014-11-05,520000,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,187
4037400295,2014-07-30,618000,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,89
5016001285,2014-06-09,750000,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,38
1972201772,2015-04-09,650000,2,2.5,1470,690,3.0,0,3,3,8,1470,0,2008,0,98103,47.6523,-122.346,1480,1284,342
1310700210,2014-06-03,268000,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,32
2622059138,2015-04-16,339000,3,1.5,1740,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.3644,-122.132,1400,16100,349
8651443420,2014-10-17,280000,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696,168
7287100035,2014-07-31,380000,3,2.0,2010,16736,2.0,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,90
2459500310,2015-02-18,358000,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529,292
4232900310,2014-10-29,1430000,5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1810,3600,180
8945000260,2014-07-22,209950,4,1.0,1630,8400,1.0,0,0,3,6,1630,0,1962,0,98023,47.3052,-122.362,1190,8989,81
1545806510,2014-08-20,260000,3,1.75,1340,8000,1.0,0,0,3,7,1340,0,1980,0,98038,47.3651,-122.044,1690,8000,110
6649900301,2014-12-31,579000,3,2.5,2300,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540,243
5315100805,2014-12-18,650000,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,230
7708200880,2014-09-23,562500,5,2.75,2920,6327,2.0,0,0,3,8,2920,0,2007,0,98059,47.4935,-122.145,2520,5026,144
7925100271,2014-05-20,430000,3,1.75,1200,4500,1.0,0,0,5,7,1200,0,1906,0,98108,47.5553,-122.316,1340,4500,18
6163901061,2014-12-11,329000,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,223
3404700041,2014-09-29,550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,150
161000120,2014-11-18,650000,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000,200
7649400170,2014-12-05,675000,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,217
1529300115,2014-06-02,455000,2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,31
6918720100,2015-01-30,665000,6,3.0,2480,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2480,9200,273
5244800915,2014-10-16,780000,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000,167
1560800150,2015-04-05,450000,4,2.5,1900,9240,1.0,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,338
5191100180,2014-11-06,1005000,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,188
2923039017,2014-07-17,510000,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,76
6204200470,2015-03-18,515000,4,2.25,2200,6967,2.0,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,320
3832150190,2014-05-20,263000,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,18
4385700185,2014-08-12,799950,3,2.25,1860,1386,3.0,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080,102
9407150100,2014-06-25,285000,3,2.0,1460,6377,1.0,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,54
2044500213,2015-01-26,449000,4,2.0,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,269
1623049133,2014-07-29,205000,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099,88
3625059166,2015-01-07,553000,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,250
4389200796,2014-05-22,1600000,3,2.5,3160,12824,1.0,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,20
7955050250,2014-11-25,442500,4,2.25,1840,7575,1.0,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500,207
9412400185,2014-06-19,1309500,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,48
1926069054,2014-05-08,450000,3,2.0,1510,43560,1.0,0,0,3,7,1510,0,1954,0,98077,47.7218,-122.079,2060,67756,6
2425700005,2015-04-28,760000,3,1.75,1410,15120,1.0,0,0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,361
7215730430,2014-09-03,705000,4,3.0,3150,9318,2.0,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318,124
2287000030,2014-10-14,811000,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,165
3862710200,2014-09-25,414000,3,2.5,1790,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,146
476000118,2014-12-12,479950,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,98107,47.6714,-122.392,1280,1295,224
2726049034,2014-11-10,2000000,3,3.25,2610,16387,2.0,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958,192
3221079055,2015-03-25,367000,3,2.5,2260,93218,1.0,0,2,4,6,2260,0,1998,0,98022,47.2582,-121.935,2180,111078,327
3127200041,2014-06-13,589000,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,42
937000280,2015-02-20,199000,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,294
4083802425,2014-10-10,608000,3,1.5,2240,3750,1.0,0,0,3,7,1220,1020,1952,0,98103,47.6624,-122.336,1570,3400,161
7199340480,2014-10-29,495000,3,2.25,1780,8050,1.0,0,0,4,7,1230,550,1979,0,98052,47.6977,-122.126,1780,7200,180
1953400045,2015-04-23,385000,4,3.0,2253,7700,2.0,0,0,3,7,2253,0,1957,2014,98198,47.3935,-122.3,1786,9052,356
7697000150,2014-10-02,284000,3,2.5,1660,4083,2.0,0,0,3,7,1660,0,2013,0,98038,47.3595,-122.045,1800,4087,153
7338200240,2014-05-16,437500,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,14
6021503451,2014-08-22,443600,3,2.5,1430,1056,3.0,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,112
3630200460,2015-03-27,790000,3,2.75,2460,3600,2.0,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,329
687600110,2014-10-20,778000,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,1974,0,98005,47.6386,-122.183,3020,35291,171
6788200596,2014-10-16,1285000,4,3.5,3440,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800,167
3205400140,2014-06-30,385000,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650,59
4037200075,2014-09-11,662500,6,2.25,2450,25600,1.0,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230,132
7695470120,2014-08-08,610000,3,2.5,2260,33042,1.0,0,0,3,9,1660,600,1986,0,98077,47.7634,-122.086,2600,40115,98
7202290180,2015-01-02,476000,3,2.5,1440,3840,2.0,0,0,3,7,1440,0,2001,0,98053,47.6873,-122.043,1600,3131,245
6159400060,2014-08-05,365000,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.327,1640,8955,95
3830630060,2014-09-29,245000,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,150
1774200230,2015-01-20,585000,6,3.0,3870,43787,2.0,0,0,3,8,2700,1170,1976,0,98077,47.7642,-122.098,2600,35381,263
8856500120,2015-02-10,278800,4,2.5,2440,7797,1.0,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100,284
2329800240,2015-02-18,285000,4,3.0,1900,7194,2.0,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,292
4307330120,2014-09-17,320000,3,2.5,1680,4584,2.0,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2160,4621,138
3629970680,2014-11-12,524950,2,2.5,1830,2856,2.0,0,0,3,7,1830,0,2005,0,98029,47.5524,-121.996,1850,2667,194
4309700190,2014-07-24,725000,4,2.5,3300,28433,2.0,0,0,3,9,3300,0,1998,0,98059,47.5072,-122.112,3550,26386,83
3062600050,2014-07-14,745000,3,2.75,3010,12432,1.0,0,0,4,8,1890,1120,1970,0,98052,47.6392,-122.108,2500,12432,73
5538300460,2014-12-10,465000,5,1.5,1830,9000,1.0,0,2,3,7,1030,800,1955,0,98155,47.7488,-122.292,2610,11175,222
3278600900,2014-12-31,443000,3,2.5,1780,2778,2.0,0,0,3,8,1530,250,2007,0,98126,47.5487,-122.372,1380,1998,243
2414600195,2014-07-21,210000,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,1951,0,98168,47.5134,-122.335,1320,8600,80
1786630160,2014-07-11,344200,4,2.5,2490,5812,2.0,0,0,3,8,2490,0,2000,0,98042,47.3875,-122.155,2690,6012,70
8594400370,2015-02-05,299900,3,2.25,1560,35026,1.0,0,0,3,7,1290,270,1985,0,98092,47.3023,-122.069,1660,35160,279
226059120,2015-01-23,615000,3,1.75,2110,56192,1.0,0,0,3,7,1480,630,1978,0,98072,47.7701,-122.138,2570,46609,266
5379804537,2014-08-26,270000,3,2.25,1760,8287,1.0,0,0,3,7,1160,600,1986,0,98188,47.4501,-122.274,1290,9587,116
4046500140,2015-02-09,315000,3,1.75,1410,15134,1.0,0,0,3,7,1410,0,1980,0,98014,47.6931,-121.921,1770,15337,283
822039111,2015-03-27,645000,3,2.5,2120,196995,1.0,0,1,3,9,2120,0,1997,0,98070,47.4089,-122.459,1304,92423,329
1786830060,2014-07-07,685000,3,3.25,2030,11070,2.0,0,0,4,8,2030,0,1980,0,98052,47.6478,-122.117,2450,11070,66
9290850060,2014-10-22,910000,4,2.5,3170,32430,2.5,0,0,3,10,3170,0,1989,0,98053,47.6903,-122.056,3360,35610,173
395300330,2014-12-11,354000,3,1.0,1130,11250,1.0,0,0,3,7,1130,0,1965,0,98034,47.7254,-122.227,1410,11250,223
2472930270,2014-09-05,485000,3,2.5,3110,9015,2.0,0,0,3,9,3110,0,1990,0,98058,47.4369,-122.147,2650,8960,126
5029000120,2015-04-07,450000,3,2.25,1940,8312,1.0,0,1,4,7,1220,720,1963,0,98166,47.4556,-122.346,2060,9503,340
1818800144,2014-05-02,750000,3,2.5,2390,6550,1.0,0,2,4,8,1440,950,1955,0,98116,47.5714,-122.408,2010,6550,0
1646500785,2014-12-15,499000,2,1.0,1450,3090,2.0,0,0,3,7,1450,0,1919,1987,98103,47.6853,-122.356,1450,4635,227
1231000640,2014-09-11,290000,2,1.0,960,4000,1.0,0,0,3,6,960,0,1918,0,98118,47.5554,-122.267,1210,4000,132
789000550,2015-04-13,415000,3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1995,0,98103,47.6969,-122.35,1360,2190,346
7625703007,2014-10-14,271115,2,1.5,830,1325,2.0,0,0,3,7,830,0,2005,0,98136,47.5472,-122.384,1310,1485,165
5583200810,2015-04-02,662700,2,1.5,2440,6900,2.0,0,0,3,7,1590,850,1910,0,98118,47.5568,-122.271,1770,6900,335
192300020,2014-05-21,525000,3,2.75,2100,10362,2.0,0,0,3,9,1510,590,1998,0,98045,47.4347,-121.417,2240,11842,19
3332000715,2014-07-01,433000,4,1.5,1550,5053,1.0,0,0,4,7,1180,370,1963,0,98118,47.5499,-122.274,1450,5639,60
5742600090,2015-04-25,490000,3,1.0,960,5750,1.0,0,0,3,7,960,0,1951,0,98116,47.5689,-122.393,1520,5750,358
623049047,2014-10-23,310000,3,2.0,2610,12180,1.0,0,0,3,7,1670,940,1918,0,98146,47.5063,-122.346,1520,12180,174
9557300570,2015-03-27,554500,3,2.25,1880,6565,1.0,0,0,4,8,1420,460,1972,0,98008,47.6396,-122.113,2060,7280,329
7853321180,2014-12-22,465000,5,2.5,2550,6405,2.0,0,0,3,7,2550,0,2008,0,98065,47.5191,-121.869,2190,5900,234
5416510490,2014-07-08,355000,4,2.75,3000,5470,2.0,0,0,3,8,3000,0,2005,0,98038,47.3613,-122.038,2420,4891,67
7227500450,2014-09-09,222900,2,1.0,860,5800,1.0,0,0,5,5,860,0,1942,0,98056,47.4979,-122.183,900,6000,130
5637200450,2014-10-17,257000,5,2.75,2930,10148,2.0,0,0,3,9,2930,0,2002,0,98059,47.4887,-122.145,2930,8425,168
6371000100,2014-11-20,479000,2,2.25,1330,1380,2.0,0,0,3,8,1060,270,2005,0,98116,47.577,-122.41,1580,4802,202
952005000,2014-08-15,545000,3,1.75,1700,5750,1.5,0,2,5,7,1450,250,1925,0,98126,47.5643,-122.38,1700,5750,105
1924059248,2014-06-02,870000,4,3.0,4500,21780,2.0,0,2,3,9,3040,1460,1980,0,98040,47.5581,-122.213,3540,20473,31
7855000325,2015-02-20,1050000,4,3.0,3080,10757,2.0,0,3,5,8,3080,0,1961,0,98006,47.5671,-122.159,2810,10757,294
194000145,2015-03-12,745000,4,2.75,2410,5650,1.5,0,0,5,8,2070,340,1909,0,98116,47.5651,-122.391,1960,5650,314
5135000160,2014-06-12,670000,3,2.5,2050,6420,1.0,0,3,3,8,1730,320,1956,0,98116,47.5708,-122.405,2370,7620,41
3023049215,2014-07-02,519000,5,2.25,2570,13054,1.0,0,1,3,8,1470,1100,1950,1992,98166,47.4487,-122.352,2570,19807,61
4104500181,2014-08-12,1648000,4,3.5,4610,12500,2.0,0,2,3,11,4610,0,2003,0,98033,47.6508,-122.203,2340,11538,102
4188000240,2014-12-11,725000,3,2.5,2620,28703,1.0,0,0,3,10,2620,0,1985,0,98052,47.7238,-122.114,2950,30290,223
2896000710,2014-10-22,560000,4,2.5,2520,11240,1.0,0,0,3,8,1440,1080,1977,0,98052,47.6748,-122.144,2360,10345,173
4039700090,2014-09-23,643403,3,2.5,2350,9648,1.0,0,0,4,9,2350,0,1966,0,98008,47.6156,-122.108,2320,10512,144
